,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
0,RLRAM,1,0,3.5163992796053196,p_1,0.2,START,0,a_start,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_1', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
1,RLRAM,1,0,3.5163992796053196,p_1,0.2,running,0,a_1,,int1,3.6275225373612514,
2,RLRAM,1,0,3.6275225373612514,p_1,0.2,gateway,0,XOR_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_1', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
3,RLRAM,1,0,3.6275225373612514,p_1,0.2,running,0,a_3,,int3,5.252582191595075,
4,RLRAM,1,0,5.252582191595075,p_1,0.2,running,0,a_3_1,,int4,5.906895108249764,
5,RLRAM,1,0,5.906895108249764,p_1,0.2,gateway,0,XOR_3_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_1', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
6,RLRAM,1,0,5.906895108249764,p_1,0.2,running,0,a_6,,int6,8.4261519223965,
7,RLRAM,1,0,7.749286433898151,p_1,0.2,START,1,a_start,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'a_8', 'or_sub_2': 'a_5', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_2', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
8,RLRAM,1,0,7.749286433898151,p_1,0.2,running,1,a_1,,int1,8.310377692545266,
9,RLRAM,1,0,8.017107760832904,p_1,0.2,START,2,a_start,"{'priority': 'a_4', 'priority2': 'a_18', 'department': 'a_10', 'or_sub_2': 'a_18', 'request_type': 'a_13', 'loop1': 'a_3', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_2', 'escalation_level': 'e_2', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
10,RLRAM,1,0,8.310377692545266,p_1,0.2,gateway,1,XOR_1,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'a_8', 'or_sub_2': 'a_5', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_2', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
11,RLRAM,1,0,8.310377692545266,p_1,0.2,running,2,a_1,,int1,9.790084830458385,
12,RLRAM,1,0,8.310377692545266,p_1,0.2,running,1,a_3,,int3,11.443927457445831,
13,RLRAM,1,0,8.4261519223965,p_1,0.2,gateway,0,AND_block_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_1', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
14,RLRAM,1,0,8.4261519223965,p_1,0.2,running,0,a6_diag,,int8,8.93698116562173,
15,RLRAM,1,0,8.4261519223965,p_1,0.2,running,0,a6_log,,int9,9.338956186955501,
16,RLRAM,1,0,8.4261519223965,p_1,0.2,running,0,a6_notify,,int10,12.095465451152382,
17,RLRAM,1,0,8.93698116562173,p_1,0.2,gateway,0,JOIN_block_1,,,,5.420581886016411
18,RLRAM,1,0,9.338956186955501,p_1,0.2,gateway,0,JOIN_block_1,,,,5.822556907350181
19,RLRAM,1,0,9.790084830458385,p_1,0.2,gateway,2,XOR_1,"{'priority': 'a_4', 'priority2': 'a_18', 'department': 'a_10', 'or_sub_2': 'a_18', 'request_type': 'a_13', 'loop1': 'a_3', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_2', 'escalation_level': 'e_2', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
20,RLRAM,1,0,11.443927457445831,p_1,0.2,running,2,a_3,,int3,13.044801267904033,
21,RLRAM,1,0,11.443927457445831,p_1,0.2,running,1,a_3_1,,int4,11.57460135626216,
22,RLRAM,1,0,11.57460135626216,p_1,0.2,gateway,1,XOR_3_1,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'a_8', 'or_sub_2': 'a_5', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_2', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
23,RLRAM,1,0,11.57460135626216,p_1,0.2,running,1,a_6,,int6,13.289463991862931,
24,RLRAM,1,0,12.095465451152382,p_1,0.2,gateway,0,JOIN_block_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_1', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
25,RLRAM,1,0,12.095465451152382,p_1,0.2,gateway,0,XOR_2,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_1', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
26,RLRAM,1,0,12.095465451152382,p_1,0.2,running,0,a_8,,int12,16.602441378943205,
27,RLRAM,1,0,12.440986720792768,p_1,0.2,START,3,a_start,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'r_2', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'p1_END', 'escalation_level': 'e_1', 'quality_flag': 'q_1', 'report_needed': 'r_skip'}",,,
28,RLRAM,1,0,12.440986720792768,p_1,0.2,running,3,a_1,,int1,13.137826845813272,
29,RLRAM,1,0,13.044801267904033,p_1,0.2,running,2,a_3_1,,int4,14.268322528124974,
30,RLRAM,1,0,13.137826845813272,p_1,0.2,gateway,3,XOR_1,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'r_2', 'or_sub_2': 'a_19', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'p1_END', 'escalation_level': 'e_1', 'quality_flag': 'q_1', 'report_needed': 'r_skip'}",,,
31,RLRAM,1,0,13.289463991862931,p_1,0.2,gateway,1,AND_block_1,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'a_8', 'or_sub_2': 'a_5', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_2', 'escalation_level': 'e_2', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
32,RLRAM,1,0,13.289463991862931,p_1,0.2,running,1,a6_diag,,int8,13.809140614887843,
33,RLRAM,1,0,13.289463991862931,p_1,0.2,running,1,a6_log,,int9,13.524508141825635,
34,RLRAM,1,0,13.289463991862931,p_1,0.2,running,1,a6_notify,,int10,13.323309808885949,
35,RLRAM,1,0,13.323309808885949,p_1,0.2,gateway,1,JOIN_block_1,,,,5.574023374987798
36,RLRAM,1,0,13.524508141825635,p_1,0.2,gateway,1,JOIN_block_1,,,,5.775221707927484
