,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
0,RLRAM,1,0,11.036611173382113,p_1,0.5,START,0,a_start,"{'priority': 'a_4', 'priority2': 'p1_END', 'department': 'r_2', 'or_sub_2': 'a_18', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_1', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
1,RLRAM,1,0,11.036611173382113,p_1,0.5,running,0,a_1,,int1,19.80627846497589,
2,RLRAM,1,0,15.213509712205616,p_1,0.5,START,1,a_start,"{'priority': 'a_17', 'priority2': 'a_18', 'department': 'a_9', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_1', 'post_processing': 'a_19_2', 'escalation_level': 'e_3', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
3,RLRAM,1,0,16.102863238232246,p_1,0.5,START,2,a_start,"{'priority': 'a_2', 'priority2': 'p1_END', 'department': 'a_8', 'or_sub_2': 'a_5', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'p1_END', 'escalation_level': 'e_1', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
4,RLRAM,1,0,18.715691359419264,p_1,0.5,START,3,a_start,"{'priority': 'a_2', 'priority2': 'a_18', 'department': 'a_8', 'or_sub_2': 'a_19', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'p1_END', 'escalation_level': 'e_1', 'quality_flag': 'q_1', 'report_needed': 'r_skip'}",,,
5,RLRAM,1,0,19.80627846497589,p_1,0.5,gateway,0,XOR_1,"{'priority': 'a_4', 'priority2': 'p1_END', 'department': 'r_2', 'or_sub_2': 'a_18', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_1', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
6,RLRAM,1,0,19.80627846497589,p_1,0.5,running,1,a_1,,int1,25.37765049691384,
7,RLRAM,1,0,19.80627846497589,p_1,0.5,running,0,a_3,,int3,20.498603763973602,
8,RLRAM,1,0,20.498603763973602,p_1,0.5,running,0,a_3_1,,int4,20.61015653303748,
9,RLRAM,1,0,20.61015653303748,p_1,0.5,gateway,0,XOR_3_1,"{'priority': 'a_4', 'priority2': 'p1_END', 'department': 'r_2', 'or_sub_2': 'a_18', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_1', 'quality_flag': 'q_1', 'report_needed': 'r_1'}",,,
