,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
0,RLRAM,1,0,3.476355247773042,p_1,0.2,START,0,a_start,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_10', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
1,RLRAM,1,0,3.476355247773042,p_1,0.2,running,0,a_1,,int1,3.6134588108928303,
2,RLRAM,1,0,3.6134588108928303,p_1,0.2,gateway,0,XOR_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_10', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
3,RLRAM,1,0,3.6134588108928303,p_1,0.2,running,0,a_3,,int2,4.335006121460882,
4,RLRAM,1,0,4.335006121460882,p_1,0.2,running,0,a_3_1,,int2,4.958361286081421,
5,RLRAM,1,0,4.958361286081421,p_1,0.2,gateway,0,XOR_3_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_10', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
6,RLRAM,1,0,4.958361286081421,p_1,0.2,running,0,a_6,,int4,5.716262708264855,
7,RLRAM,1,0,4.988437701360613,p_1,0.2,START,1,a_start,"{'priority': 'a_3', 'priority2': 'p1_END', 'department': 'a_8', 'or_sub_2': 'a_21', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_1', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
8,RLRAM,1,0,4.988437701360613,p_1,0.2,running,1,a_1,,int1,5.0959844434696535,
9,RLRAM,1,0,5.0959844434696535,p_1,0.2,gateway,1,XOR_1,"{'priority': 'a_3', 'priority2': 'p1_END', 'department': 'a_8', 'or_sub_2': 'a_21', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_1', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
10,RLRAM,1,0,5.0959844434696535,p_1,0.2,running,1,a_4,,int3,5.415145295504003,
11,RLRAM,1,0,5.415145295504003,p_1,0.2,running,1,a_7,,int6,6.108363066725207,
12,RLRAM,1,0,5.716262708264855,p_1,0.2,gateway,0,AND_block_1,"{'priority': 'a_3', 'priority2': 'a_18', 'department': 'a_10', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_2', 'post_processing': 'a_19_1', 'escalation_level': 'e_2', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
13,RLRAM,1,0,5.716262708264855,p_1,0.2,running,0,a6_log,,int5,6.090742819189728,
