,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
0,RLRAM,2,0,1.5114652169674616,p_2,0.2,START,0,b_start,"{'case_type': 'b_2', 'severity': 'b_8', 'severity2': 'b_14', 'needs_review': 'b_11', 'review': 'b_17'}",,,
1,RLRAM,2,0,1.5114652169674616,p_2,0.2,running,0,b_1,,i1,6.917424506306091,
2,RLRAM,2,0,5.773397875339397,p_2,0.2,START,1,b_start,"{'case_type': 'b_2', 'severity': 'b_7', 'severity2': 'p2_END', 'needs_review': 'b_11', 'review': 'b_17'}",,,
3,RLRAM,2,0,6.917424506306091,p_2,0.2,gateway,0,XOR_b1,"{'case_type': 'b_2', 'severity': 'b_8', 'severity2': 'b_14', 'needs_review': 'b_11', 'review': 'b_17'}",,,
4,RLRAM,2,0,6.917424506306091,p_2,0.2,running,1,b_1,,i1,7.196758514115865,
5,RLRAM,2,0,6.917424506306091,p_2,0.2,running,0,b_3,,i3,8.423184440011473,
6,RLRAM,2,0,7.196758514115865,p_2,0.2,gateway,1,XOR_b1,"{'case_type': 'b_2', 'severity': 'b_7', 'severity2': 'p2_END', 'needs_review': 'b_11', 'review': 'b_17'}",,,
7,RLRAM,2,0,7.196758514115865,p_2,0.2,running,1,b_2,,i2,8.280735396426426,
8,RLRAM,2,0,8.280735396426426,p_2,0.2,running,1,b_4,,i4,9.133264258825147,
9,RLRAM,2,0,8.361771386047586,p_1,0.2,START,2,a_start,"{'priority': 'a_2', 'priority2': 'p1_END', 'department': 'a_8', 'or_sub_2': 'a_5', 'request_type': 'a_13', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_6', 'or_sub_3': 'a_12_2', 'post_processing': 'p1_END', 'escalation_level': 'e_1', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
10,RLRAM,2,0,8.361771386047586,p_1,0.2,running,2,a_1,,int1,11.05265314744187,
11,RLRAM,2,0,9.040303791733871,p_2,0.2,START,3,b_start,"{'case_type': 'b_3', 'severity': 'b_6', 'severity2': 'b_14', 'needs_review': 'b_11', 'review': 'p2_END'}",,,
12,RLRAM,2,0,9.040303791733871,p_2,0.2,running,3,b_1,,i1,9.114132129402996,
13,RLRAM,2,0,9.114132129402996,p_2,0.2,gateway,3,XOR_b1,"{'case_type': 'b_3', 'severity': 'b_6', 'severity2': 'b_14', 'needs_review': 'b_11', 'review': 'p2_END'}",,,
14,RLRAM,2,0,9.114132129402996,p_2,0.2,running,3,b_3,,i3,11.602762612167506,
15,RLRAM,2,0,9.133264258825147,p_2,0.2,running,0,b_4,,i4,14.513835878710427,
16,RLRAM,2,0,9.133264258825147,p_2,0.2,running,1,b_5,,i5,9.711470003043017,
17,RLRAM,2,0,9.711470003043017,p_2,0.2,gateway,1,XOR_b2,"{'case_type': 'b_2', 'severity': 'b_7', 'severity2': 'p2_END', 'needs_review': 'b_11', 'review': 'b_17'}",,,
18,RLRAM,2,0,9.711470003043017,p_2,0.2,running,1,b_6,,i6,11.425612521320918,
