,method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,data,resource,end_time,cycle_time
0,RLRAM,1,0,6.032978155406807,p_1,0.1,START,0,a_start,"{'priority': 'a_4', 'priority2': 'a_18', 'department': 'a_9', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_1', 'post_processing': 'a_19_1', 'escalation_level': 'e_3', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
1,RLRAM,1,0,6.032978155406807,p_1,0.1,running,0,a_1,,int1,6.599969160895862,
2,RLRAM,1,0,6.599969160895862,p_1,0.1,gateway,0,XOR_1,"{'priority': 'a_4', 'priority2': 'a_18', 'department': 'a_9', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_1', 'post_processing': 'a_19_1', 'escalation_level': 'e_3', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
3,RLRAM,1,0,6.599969160895862,p_1,0.1,running,0,a_3,,int2,7.214091405348997,
4,RLRAM,1,0,7.214091405348997,p_1,0.1,running,0,a_3_1,,int2,8.005423290710109,
5,RLRAM,1,0,8.005423290710109,p_1,0.1,gateway,0,XOR_3_1,"{'priority': 'a_4', 'priority2': 'a_18', 'department': 'a_9', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_1', 'post_processing': 'a_19_1', 'escalation_level': 'e_3', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
6,RLRAM,1,0,8.005423290710109,p_1,0.1,running,0,a_12,,int10,9.879327204203458,
7,RLRAM,1,0,9.879327204203458,p_1,0.1,gateway,0,XOR_6,"{'priority': 'a_4', 'priority2': 'a_18', 'department': 'a_9', 'or_sub_2': 'a_5', 'request_type': 'a_12', 'loop1': 'p1_END', 'loop2': 'a_15', 'loop3': 'a_12', 'loop4': 'a_14', 'or_sub_1': 'a_12', 'or_sub_3': 'a_12_1', 'post_processing': 'a_19_1', 'escalation_level': 'e_3', 'quality_flag': 'q_2', 'report_needed': 'r_skip'}",,,
8,RLRAM,1,0,9.879327204203458,p_1,0.1,running,0,a_12_2,,int11,9.888920997705519,
9,RLRAM,1,0,9.888920997705519,p_1,0.1,running,0,a_14,,int13,10.333420176286909,
